type,title,director,release_year,rating,listed_in,movie_duration,show_seasons
Movie,The Late Bloomer,Kevin Pollak,2016,R,Comedies,95,
TV Show,Wrong Kind of Black,,2018,TV-MA,"International TV Shows, TV Comedies, TV Dramas",,1
Movie,A New York Christmas Wedding,Otoja Abit,2020,TV-MA,"Dramas, LGBTQ Movies, Romantic Movies",90,
Movie,Alone/Together,Antoinette Jadaone,2019,TV-14,"Dramas, International Movies, Romantic Movies",103,
TV Show,Carmel: Who Killed Maria Marta?,Alejandro Hartmann,2020,TV-14,"Crime TV Shows, Docuseries, International TV Shows",,1
Movie,Midnight at the Magnolia,Maxwell McGuire,2020,TV-G,"Comedies, Romantic Movies",87,
Movie,One More Try,Ruel S. Bayani,2012,TV-14,"Dramas, International Movies, Romantic Movies",102,
Movie,Operation Christmas Drop,Martin Wood,2020,TV-G,"Children & Family Movies, Comedies, Romantic Movies",96,
TV Show,Paranormal,,2020,TV-14,"International TV Shows, TV Dramas, TV Horror",,1
Movie,A Christmas Catch,,2018,TV-G,"Dramas, Romantic Movies",87,
Movie,Christmas with a Prince,Justin G. Dyck,2018,TV-PG,"Comedies, Dramas, Romantic Movies",86,
TV Show,Love & Anarchy,,2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",,1
Movie,Miss India,Narendra Nath,2020,TV-PG,"Dramas, International Movies",136,
Movie,Felix Lobrecht: Hype,Jan-Peter Horns,2020,TV-MA,Stand-Up Comedy,60,
Movie,MOTHER,Tatsushi Omori,2020,TV-14,"Dramas, International Movies",127,
Movie,The Beginning of Life,Estela Renner,2016,TV-PG,"Documentaries, International Movies",96,
Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,,2020,TV-PG,Documentaries,15,
TV Show,Can You Hear Me?,,2020,TV-MA,"International TV Shows, TV Comedies, TV Dramas",,2
Movie,Prospect,"Zeek Earl, Christopher Caldwell",2018,R,"Sci-Fi & Fantasy, Thrillers",100,
TV Show,60 Days In,,2019,TV-MA,Reality TV,,1
Movie,Christmas Break-In,Michael Kampa,2019,TV-PG,"Children & Family Movies, Comedies",87,
TV Show,Dawson's Creek,,2002,TV-14,"Romantic TV Shows, TV Dramas, Teen TV Shows",,6
Movie,Elf Pets: A Fox Cub’s Christmas Tale,Chanda Bell,2020,TV-Y,Children & Family Movies,28,
Movie,Elf Pets: Santa’s Reindeer Rescue,Chanda Bell,2020,TV-Y,Children & Family Movies,27,
Movie,Elliot the Littlest Reindeer,Jennifer Westcott,2018,PG,Children & Family Movies,90,
TV Show,Forged in Fire,,2019,TV-14,Reality TV,,1
TV Show,Leah Remini: Scientology and the Aftermath,,2018,TV-14,Docuseries,,3
TV Show,LEGO Jurassic World: Legend of Isla Nublar,,2019,TV-Y,Kids' TV,,1
TV Show,LEGO Jurassic World: Secret Exhibit,,2018,TV-Y,Kids' TV,,1
TV Show,LEGO Ninjago,,2020,TV-Y7,Kids' TV,,2
TV Show,LEGO Ninjago: Masters of Spinjitzu,,2019,TV-Y7,Kids' TV,,10
TV Show,LEGO: CITY Adventures,,2019,TV-Y,"Kids' TV, TV Comedies",,1
Movie,Little Monsters,Richard Greenberg,1989,PG,"Children & Family Movies, Comedies",102,
Movie,Mile 22,Peter Berg,2018,R,Action & Adventure,94,
Movie,Piercing,Nicolas Pesce,2018,R,"Dramas, Independent Movies, Thrillers",81,
Movie,Snowden,Oliver Stone,2016,R,"Dramas, Thrillers",134,
TV Show,The Garfield Show,,2018,TV-Y,"Kids' TV, TV Comedies",,4
TV Show,The Good Detective,,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",,1
Movie,The Impossible,J.A. Bayona,2012,PG-13,Dramas,114,
Movie,The Next Karate Kid,Christopher Cain,1994,PG,"Action & Adventure, Dramas, Sports Movies",107,
TV Show,Voice,,2018,TV-14,"Crime TV Shows, International TV Shows, Korean TV Shows",,2
Movie,Wheels of Fortune,Shaun Paul Piccinino,2020,R,"Comedies, Sports Movies",107,
TV Show,Afronta! Facing It!,Juliana Vicente,2017,TV-PG,"Docuseries, International TV Shows",,1
Movie,The 12th Man,Harald Zwart,2018,TV-MA,"Action & Adventure, Dramas, International Movies",130,
TV Show,Zumbo's Just Desserts,,2019,TV-PG,"International TV Shows, Reality TV",,1
Movie,Hidden in Plain Sight,Stacia Crawford,2019,TV-14,"Dramas, Independent Movies, Thrillers",87,
Movie,His House,Remi Weekes,2020,TV-14,"Horror Movies, Independent Movies",93,
Movie,In Line,Tope Oshin,2017,TV-14,"Dramas, International Movies",114,
Movie,Kaali Khuhi,Terrie Samundra,2020,TV-14,"Horror Movies, International Movies",91,
TV Show,Kongsuni and Friends,,2020,TV-Y,"Kids' TV, Korean TV Shows",,2
TV Show,Marvel's Agents of S.H.I.E.L.D.,,2020,TV-14,"TV Action & Adventure, TV Sci-Fi & Fantasy",,7
Movie,Rogue City,Olivier Marchal,2020,TV-MA,"Dramas, International Movies, Thrillers",116,
TV Show,Somebody Feed Phil,,2020,TV-14,"Docuseries, Reality TV",,4
TV Show,Suburra: Blood on Rome,,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",,3
Movie,The Day of the Lord,Santiago Alvarado Ilarri,2020,TV-MA,"Horror Movies, International Movies",93,
Movie,Pagpag: Nine Lives,Frasco Mortiz,2013,TV-14,"Horror Movies, International Movies",106,
Movie,Holidate,John Whitesell,2020,TV-MA,"Comedies, Romantic Movies",105,
Movie,La Gran Ilusión,Antonio Díaz,2016,TV-14,International Movies,50,
Movie,Metallica Through The Never,Nimród Antal,2013,R,Music & Musicals,93,
Movie,Nobody Sleeps in the Woods Tonight,Bartosz M. Kowalski,2020,TV-MA,"Horror Movies, International Movies",103,
Movie,Secrets of the Saqqara Tomb,James Tovell,2020,TV-PG,Documentaries,114,
TV Show,Blood of Zeus,,2020,TV-MA,Anime Series,,1
TV Show,Chico Bon Bon: Monkey with a Tool Belt,,2020,TV-Y,Kids' TV,,4
Movie,Guillermo Vilas: Settling the Score,Matías Gueilburt,2020,TV-14,"Documentaries, International Movies, Sports Movies",95,
Movie,Sarah Cooper: Everything's Fine,Natasha Lyonne,2020,TV-MA,Comedies,50,
TV Show,The Devil Punisher,"Chang Chin-jung, Chen Rong-hui",2020,TV-14,"International TV Shows, Romantic TV Shows, TV Mysteries",,1
Movie,Ajab Prem Ki Ghazab Kahani,Rajkumar Santoshi,2009,TV-14,"Comedies, International Movies, Music & Musicals",150,
Movie,Black '47,Lance Daly,2018,R,"Action & Adventure, Dramas, Independent Movies",100,
Movie,I Am Woman,Unjoo Moon,2019,TV-MA,"Dramas, Music & Musicals",117,
Movie,Alice Junior,Gil Baroni,2019,TV-MA,"Comedies, International Movies, LGBTQ Movies",87,
TV Show,Barbarians,,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",,1
TV Show,Move,"Thierry Demaizière, Alban Teurlai",2020,TV-MA,"Docuseries, International TV Shows",,1
Movie,Over the Moon,Glen Keane,2020,PG,"Children & Family Movies, Music & Musicals",100,
Movie,Shattered Memories,Chris Sivertson,2018,TV-14,"Dramas, Thrillers",86,
TV Show,Stolen Away,,2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",,1
TV Show,The Queen's Gambit,,2020,TV-MA,TV Dramas,,1
Movie,Bending the Arc,"Kief Davidson, Pedro Kos",2017,TV-MA,Documentaries,102,
Movie,Cadaver,Jarand Herdal,2020,TV-MA,"Horror Movies, International Movies",87,
Movie,Exes Baggage,Dan Villegas,2018,TV-MA,"Dramas, International Movies, Romantic Movies",103,
Movie,Fisherman's Friends,Chris Foggin,2019,PG-13,"Comedies, Dramas, Music & Musicals",112,
Movie,The Hows of Us,Cathy Garcia-Molina,2018,TV-14,"Dramas, International Movies, Romantic Movies",120,
Movie,The Hummingbird Project,Kim Nguyen,2018,R,"Dramas, Independent Movies",111,
Movie,"Yes, God, Yes",Karen Maine,2020,R,"Comedies, Dramas, Independent Movies",78,
Movie,Brave Blue World: Racing to Solve Our Water Crisis,Tim Neeves,2020,TV-PG,"Documentaries, International Movies",51,
TV Show,My Next Guest Needs No Introduction With David Letterman,,2020,TV-MA,Stand-Up Comedy & Talk Shows,,3
Movie,Rebecca,Ben Wheatley,2020,PG-13,"Dramas, Romantic Movies, Thrillers",123,
Movie,The Magic School Bus Rides Again The Frizz Connection,Richard Weston,2020,TV-Y,Children & Family Movies,46,
Movie,Tremors: Shrieker Island,Don Michael Paul,2020,PG-13,"Action & Adventure, Horror Movies",102,
Movie,Beirut Oh Beirut,Maroun Baghdadi,1975,TV-14,"Classic Movies, Dramas, International Movies",106,
Movie,Bosta,Philippe Aractingi,2005,TV-14,"Dramas, International Movies, Music & Musicals",112,
Movie,Ghadi,Amin Dora,2013,TV-MA,"Comedies, Dramas, International Movies",101,
Movie,Heritages,Philippe Aractingi,2014,TV-14,"Documentaries, International Movies",96,
Movie,Listen,Philippe Aractingi,2017,TV-MA,"Dramas, Independent Movies, International Movies",103,
Movie,Out of Life,Maroun Baghdadi,1991,TV-MA,"Classic Movies, Dramas, Independent Movies",94,
Movie,Panoptic,Rana Eid,2017,TV-MA,"Documentaries, International Movies",69,
Movie,Taxi Ballad,Daniel Joseph,2012,TV-MA,"Dramas, International Movies",81,
Movie,The Kite,Randa Chahal Sabbag,2003,TV-MA,"Dramas, International Movies, Romantic Movies",76,
Movie,The Little Wars,Maroun Baghdadi,1982,TV-14,"Dramas, Independent Movies, International Movies",108,
Movie,Under the Bombs,Philippe Aractingi,2007,TV-MA,"Dramas, Independent Movies, International Movies",94,
TV Show,Unsolved Mysteries,,2020,TV-MA,"Crime TV Shows, Docuseries",,2
Movie,West Beirut,Ziad Doueiri,1999,TV-MA,"Dramas, International Movies",106,
Movie,What Did I Mess,Shady Hanna,2018,TV-14,"Comedies, International Movies, Romantic Movies",98,
Movie,Whispers,Maroun Baghdadi,1980,TV-14,"Documentaries, International Movies",93,
Movie,Zozo,Josef Fares,2005,TV-MA,"Dramas, International Movies",99,
Movie,ParaNorman,"Sam Fell, Chris Butler",2012,PG,"Children & Family Movies, Comedies",93,
TV Show,Start-Up,,2020,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",,1
Movie,I Am Vengeance: Retaliation,Ross Boyask,2020,R,Action & Adventure,82,
Movie,Disconnect,"David 'Tosh' Gitonga, Michael Jones",2018,TV-MA,"Comedies, International Movies, Romantic Movies",107,
TV Show,Grand Army,,2020,TV-MA,"TV Dramas, Teen TV Shows",,1
Movie,In a Valley of Violence,Ti West,2016,R,Action & Adventure,104,
TV Show,La Révolution,,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",,1
TV Show,Someone Has to Die,Manolo Caro,2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",,1
TV Show,The Last Kids on Earth,,2020,TV-Y7,"Kids' TV, TV Comedies",,3
Movie,The Trial of the Chicago 7,Aaron Sorkin,2020,R,Dramas,130,
Movie,Unfriended,Levan Gabriadze,2014,R,"Horror Movies, Thrillers",83,
Movie,A Babysitter's Guide to Monster Hunting,Rachel Talalay,2020,TV-PG,Children & Family Movies,99,
Movie,Batman: The Killing Joke,Sam Liu,2016,R,Action & Adventure,77,
Movie,El-Khawaga's Dilemma,Peter Mimi,2018,TV-14,"Action & Adventure, Comedies, International Movies",94,
TV Show,Fireman Sam,,2018,TV-Y,"British TV Shows, Kids' TV",,4
TV Show,Half & Half,,2005,TV-14,TV Comedies,,4
Movie,Kartini: Princess of Java,Hanung Bramantyo,2017,TV-PG,"Dramas, International Movies",118,
Movie,Love Like the Falling Rain,Lasja Fauzia Susatyo,2020,TV-14,"Dramas, International Movies, Romantic Movies",87,
TV Show,One on One,,2006,TV-14,"TV Comedies, Teen TV Shows",,5
TV Show,Power Rangers Beast Morphers,,2020,TV-Y7,Kids' TV,,2
Movie,Rooting for Roona,"Pavitra Chalam, Akshay Shankar",2020,TV-PG,"Documentaries, International Movies",42,
TV Show,Social Distance,,2020,TV-MA,"TV Comedies, TV Dramas",,1
Movie,A Choo,"Kevin Ko, Peter Tsi",2020,TV-14,"Action & Adventure, International Movies, Romantic Movies",101,
Movie,BLACKPINK: Light Up the Sky,Caroline Suh,2020,TV-14,"Documentaries, Music & Musicals",80,
Movie,The Three Deaths of Marisela Escobedo,Carlos Pérez Osorio,2020,TV-MA,"Documentaries, International Movies",110,
Movie,Fida,Ken Ghosh,2004,TV-14,"International Movies, Romantic Movies, Thrillers",117,
Movie,Octonauts & the Great Barrier Reef,Blair Simmons,2020,TV-Y,Children & Family Movies,47,
TV Show,The Cabin with Bert Kreischer,,2020,TV-MA,"Reality TV, TV Comedies",,1
Movie,Dil,Indra Kumar,1990,TV-14,"Comedies, Dramas, International Movies",165,
Movie,Disco Dancer,B. Subhash,1982,TV-14,"Cult Movies, Dramas, International Movies",134,
Movie,Hunterrr,Harshavardhan Kulkarni,2015,TV-MA,"Comedies, International Movies, Romantic Movies",140,
TV Show,Kipo and the Age of Wonderbeasts,,2020,TV-Y7,"Kids' TV, TV Comedies",,3
Movie,Phir Hera Pheri,Neeraj Vora,2006,TV-14,"Comedies, International Movies",150,
Movie,The Legend of Bhagat Singh,Rajkumar Santoshi,2002,TV-14,"Dramas, International Movies",156,
Movie,House of the Witch,Alex Merkin,2017,TV-MA,Horror Movies,86,
TV Show,Deaf U,,2020,TV-MA,Docuseries,,1
Movie,Ginny Weds Sunny,Puneet Khanna,2020,TV-MA,"Comedies, International Movies, Romantic Movies",126,
Movie,My Step Dad: The Hippie,Meltem Bozoflu,2018,TV-MA,"Comedies, International Movies",100,
Movie,Super Monsters: Dia de los Monsters,,2020,TV-Y,Children & Family Movies,25,
Movie,The Forty-Year-Old Version,Radha Blank,2020,R,"Comedies, Dramas, Independent Movies",124,
TV Show,The Haunting of Bly Manor,,2020,TV-MA,"TV Dramas, TV Horror, TV Mysteries",,1
Movie,Bigflo & Oli: Hip Hop Frenzy,"Bigflo & Oli, Jérémie Levypon",2020,TV-MA,"Documentaries, International Movies, Music & Musicals",100,
TV Show,Do Do Sol Sol La La Sol,,2020,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",,1
Movie,Palermo Hollywood,Eduardo Pinto,2004,TV-MA,"Dramas, International Movies",106,
TV Show,Private Lives,,2020,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",,1
TV Show,The 100,,2020,TV-MA,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",,7
Movie,Hubie Halloween,Steve Brill,2020,PG-13,"Comedies, Horror Movies",104,
TV Show,To the Lake,Pavel Kostomarov,2020,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",,1
Movie,American Pie 9: Girls' Rules,Mike Elliott,2020,R,Comedies,96,
Movie,Dolly Parton: Here I Am,Francis Whately,2019,TV-14,"Documentaries, Music & Musicals",90,
Movie,StarBeam: Halloween Hero,Jon Izen,2020,TV-Y,Children & Family Movies,33,
Movie,Walk Away from Love,Christopher Nolen,2017,TV-14,"Dramas, Romantic Movies",81,
TV Show,Bad Boy Billionaires: India,,2020,TV-14,"British TV Shows, Docuseries, International TV Shows",,1
Movie,David Attenborough: A Life on Our Planet,"Alastair Fothergill, Jonnie Hughes, Keith Scholey",2020,PG,Documentaries,84,
Movie,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",Amy Segal,2020,TV-MA,"Documentaries, LGBTQ Movies",44,
Movie,Good Game: The Beginning,Umut Aral,2018,TV-14,"Dramas, International Movies, Sports Movies",115,
TV Show,Pat a Pat Como,,2016,TV-Y,Kids' TV,,1
TV Show,Qurious Como,,2017,TV-Y,Kids' TV,,1
Movie,A Chaster Marriage,Umut Kirca,2016,TV-14,"Comedies, International Movies, Romantic Movies",94,
Movie,A Go! Go! Cory Carson Halloween,"Alex Woo, Stanley Moore",2020,TV-Y,Children & Family Movies,22,
TV Show,DreamWorks Happy Holidays from Madagascar,,2005,TV-PG,"Kids' TV, TV Comedies",,1
TV Show,Emily in Paris,,2020,TV-MA,"Romantic TV Shows, TV Comedies, TV Dramas",,1
TV Show,H2O: Just Add Water,,2009,TV-PG,"Kids' TV, TV Dramas",,3
Movie,Òlòtūré,Kenneth Gyang,2020,TV-MA,"Dramas, International Movies",107,
Movie,Serious Men,Sudhir Mishra,2020,TV-MA,"Comedies, Dramas, International Movies",115,
Movie,The Binding,Domenico de Feudis,2020,TV-MA,"Horror Movies, International Movies, Thrillers",93,
Movie,Turkish Dance School,Burak Aksak,2017,TV-MA,"Comedies, International Movies, Romantic Movies",107,
Movie,Vampires vs. the Bronx,Oz Rodriguez,2020,PG-13,"Comedies, Horror Movies",86,
Movie,You've Got This,Salvador Espinosa,2020,TV-MA,"Comedies, International Movies, Romantic Movies",112,
Movie,All Because of You,Adrian Teh,2020,TV-PG,"Action & Adventure, Comedies, International Movies",102,
Movie,An Ordinary Man,Brad Silberling,2017,R,"Dramas, Thrillers",91,
Movie,Carlos Almaraz: Playing with Fire,"Elsa Flores Almaraz, Richard J Montoya",2019,TV-14,"Documentaries, LGBTQ Movies",83,
Movie,Cold Harbour,Carey McKenzie,2013,TV-MA,"Action & Adventure, Dramas, International Movies",73,
TV Show,Evil,,2019,TV-14,TV Dramas,,1
TV Show,Familiar Wife,,2018,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",,1
TV Show,Food Wars!: Shokugeki no Soma,,2016,TV-MA,"Anime Series, International TV Shows, Teen TV Shows",,2
Movie,Free State of Jones,Gary Ross,2016,R,"Action & Adventure, Dramas",139,
TV Show,"Good Morning, Verônica",,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Mysteries",,1
Movie,Human Nature,Adam Bolt,2019,TV-14,Documentaries,95,
Movie,Hunt for the Wilderpeople,Taika Waititi,2016,PG-13,"Action & Adventure, Comedies, Dramas",101,
Movie,I'm Leaving Now,"Lindsey Cordero, Armando Croda",2019,TV-MA,"Documentaries, International Movies",75,
TV Show,Journey of an African Colony,,2018,TV-MA,"Docuseries, International TV Shows",,1
TV Show,Oktoberfest: Beer & Blood,,2020,TV-MA,"International TV Shows, TV Dramas",,1
Movie,Rize,David LaChapelle,2005,PG-13,"Documentaries, Music & Musicals",87,
TV Show,Secreto bien guardado,,2019,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",,1
TV Show,Sword Art Online,,2018,TV-MA,"Anime Series, International TV Shows",,3
Movie,The American Game,Mostafa Abu Seif,2019,TV-PG,"Comedies, International Movies, Romantic Movies",91,
Movie,The Book of Sun,Faris Godus,2020,TV-14,"Comedies, Independent Movies, International Movies",120,
Movie,The Outpost,Rod Lurie,2020,R,"Action & Adventure, Dramas",123,
TV Show,The Parkers,,2003,TV-PG,TV Comedies,,5
TV Show,The Unicorn,,2019,TV-14,"TV Comedies, TV Dramas",,1
Movie,We Have Always Lived in the Castle,Stacie Passon,2018,TV-14,"Dramas, Thrillers",95,
TV Show,You Cannot Hide,,2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",,1
Movie,American Murder: The Family Next Door,Jenny Popplewell,2020,TV-MA,Documentaries,84,
Movie,Baxu and the Giants,Florian Schott,2019,TV-PG,"Dramas, International Movies",29,
TV Show,Black Butler,,2010,TV-MA,"Anime Series, International TV Shows",,3
TV Show,Man with a Plan,,2020,TV-PG,TV Comedies,,4
Movie,Poacher,Tom Whitworth,2018,TV-MA,"Dramas, International Movies, Thrillers",28,
Movie,The Boys in the Band,Joe Mantello,2020,R,"Dramas, LGBTQ Movies",122,
Movie,The Boys in the Band: Something Personal,,2020,TV-MA,"Documentaries, LGBTQ Movies",28,
TV Show,Wentworth,,2020,TV-MA,"Crime TV Shows, TV Dramas",,8
Movie,Bully,Lee Hirsch,2012,PG-13,Documentaries,98,
Movie,Michelle Buteau: Welcome to Buteaupia,Page Hurwitz,2020,TV-MA,Stand-Up Comedy,59,
Movie,Welcome to Sudden Death,Dallas Jackson,2020,R,Action & Adventure,80,
Movie,Amandla! A Revolution in Four Part Harmony,Lee Hirsch,2002,PG-13,"Documentaries, International Movies, Music & Musicals",103,
Movie,Ankhon Dekhi,Rajat Kapoor,2013,TV-PG,"Dramas, Independent Movies, International Movies",104,
Movie,Dedh Ishqiya,Abhishek Chaubey,2014,TV-14,"Comedies, Dramas, International Movies",146,
Movie,Golmaal Returns,Rohit Shetty,2008,TV-MA,"Comedies, International Movies, Music & Musicals",135,
Movie,Ishq Vishk,Ken Ghosh,2003,TV-PG,"Comedies, International Movies, Music & Musicals",129,
Movie,Ishqiya,Abhishek Chaubey,2009,TV-14,"Comedies, International Movies, Romantic Movies",115,
Movie,Jab We Met,Imtiaz Ali,2007,TV-14,"Comedies, International Movies, Music & Musicals",143,
Movie,Mann,Indra Kumar,1999,TV-14,"Dramas, International Movies, Romantic Movies",173,
Movie,Manorama Six Feet Under,Navdeep Singh,2007,TV-14,"Dramas, International Movies, Thrillers",129,
Movie,Welcome,Anees Bazmee,2007,TV-PG,"Comedies, International Movies, Music & Musicals",149,
TV Show,"Whose Vote Counts, Explained",,2020,TV-PG,Docuseries,,1
TV Show,Van Helsing,,2019,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",,4
TV Show,The Good Place,,2020,TV-14,TV Comedies,,4
Movie,Time Out,Rikhil Bahadur,2015,TV-14,"Dramas, Independent Movies, International Movies",98,
TV Show,A Perfect Crime,,2020,TV-14,"Crime TV Shows, Docuseries, International TV Shows",,1
TV Show,Mighty Little Bheem,,2020,TV-Y,"Kids' TV, TV Comedies",,3
Movie,My Mother's Wound,Ozan Açıktan,2016,TV-MA,"Dramas, International Movies",115,
TV Show,Sneakerheads,,2020,TV-MA,TV Comedies,,1
TV Show,The School Nurse Files,,2020,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",,1
Movie,Zulu Man in Japan,,2019,TV-MA,"Documentaries, International Movies, Music & Musicals",44,
Movie,Real Steel,Shawn Levy,2011,PG-13,"Action & Adventure, Sci-Fi & Fantasy, Sports Movies",127,
TV Show,The Chef Show,,2020,TV-MA,Docuseries,,4
Movie,Enola Holmes,Harry Bradbeer,2020,PG-13,"Action & Adventure, Children & Family Movies, Dramas",124,
